Gene_ID,Uniprot_ID,Concentration_µM,SRC_pKapp_sign,HCK_pKapp_sign
EXOSC6,Q5RKV6,0.374578702422514,#N/A,#N/A
RBBP9,O75884,0.37401294946508,#N/A,#N/A
AIFM1,O95831,0.373870367571312,#N/A,#N/A
IDH3B,O43837,0.37356518640186,#N/A,#N/A
EBNA1BP2,Q99848,0.372551373676122,#N/A,#N/A
STAT3,P40763,0.372270218960425,#N/A,#N/A
HSPA4L,O95757,0.371723839996827,#N/A,#N/A
PPP2R2A,P63151,0.371245411816096,#N/A,#N/A
CIAO1,O76071,0.37034950501296,#N/A,#N/A
SLC25A4,P12235,0.370049567348503,#N/A,#N/A
ATP6V1E1,P36543,0.369048039336419,#N/A,#N/A
NECAP2,Q9NVZ3,0.368236860754619,#N/A,#N/A
NEK7,Q8TDX7,0.367809815359231,#N/A,#N/A
MSH2,P43246,0.367098280229742,#N/A,#N/A
PPP6C,O00743,0.36667080070856,#N/A,#N/A
PHF23,Q9BUL5,0.366633206259921,#N/A,#N/A
CTSC,P53634,0.364617923787853,#N/A,#N/A
RNPS1,Q15287,0.364348647702601,#N/A,#N/A
RBM25,P49756,0.364254509168139,#N/A,#N/A
EPS8L2,Q9H6S3,0.363874617744812,#N/A,#N/A
WDR12,Q9GZL7,0.363027323022158,#N/A,#N/A
NDUFA6,P56556,0.362978470732534,#N/A,#N/A
MRPL45,Q9BRJ2,0.362753374332921,#N/A,#N/A
NUDCD2,Q8WVJ2,0.362671070171661,#N/A,#N/A
THOC3,Q96J01,0.362516514603582,#N/A,#N/A
DAP,P51397,0.361234618412866,#N/A,#N/A
CRTAP,O75718,0.36062561236279,#N/A,#N/A
MRPL43,Q8N983,0.36051757293081,#N/A,#N/A
VTA1,Q9NP79,0.360271495542131,#N/A,#N/A
DHX30,Q7L2E3,0.359336363967696,#N/A,#N/A
THOP1,P52888,0.359086067752585,#N/A,#N/A
NCAPH,Q15003,0.358947561065038,#N/A,#N/A
GFPT1,Q06210,0.356648824127444,#N/A,#N/A
UGGT1,Q9NYU2,0.356472907542661,#N/A,#N/A
SAAL1,Q96ER3,0.355917319758228,#N/A,#N/A
DRG2,P55039,0.355774092327341,#N/A,#N/A
NIPSNAP3A,Q9UFN0,0.355605327420295,#N/A,#N/A
RHOA,P61586,0.3550491489478,#N/A,#N/A
NUCB2,P80303,0.354164857983661,#N/A,#N/A
RAB21,Q9UL25,0.354107988247942,#N/A,#N/A
CHMP1A,Q9HD42,0.353322885639454,#N/A,#N/A
RBM12,Q9NTZ6,0.353175280225273,#N/A,#N/A
SEC31A,O94979,0.352602820567811,#N/A,#N/A
NNT,Q13423,0.351889489244636,#N/A,#N/A
ESYT1,Q9BSJ8,0.351271110644204,#N/A,#N/A
AFP,P02771,0.350777264834254,#N/A,#N/A
UMPS,P11172,0.350316898991585,#N/A,#N/A
MEAK7,Q6P9B6,0.349863002550606,#N/A,#N/A
CAB39,Q9Y376,0.349506483018616,#N/A,#N/A
COLGALT1,Q8NBJ5,0.347831433228604,#N/A,#N/A
SYPL1,Q16563,0.347214664102012,#N/A,#N/A
HLA-C,P10321,0.34703777642748,#N/A,#N/A
NUP62,P37198,0.34533508212927,#N/A,#N/A
GON7,Q9BXV9,0.344335449123901,#N/A,#N/A
LBR,Q14739,0.344110828941924,#N/A,#N/A
FAF2,Q96CS3,0.343733077422682,#N/A,#N/A
DDX19A,Q9NUU7,0.343453018022674,#N/A,#N/A
UBLCP1,Q8WVY7,0.343037359966515,#N/A,#N/A
SLC29A1,Q99808,0.342791288477358,#N/A,#N/A
SART3,Q15020,0.342653377844113,#N/A,#N/A
TM9SF4,Q92544,0.342640886678565,#N/A,#N/A
SRPK1,Q96SB4,0.342559926377391,#N/A,#N/A
SEC61A1,P61619,0.34189985865844,#N/A,#N/A
ACYP2,P14621,0.341203068488567,#N/A,#N/A
RDH11,Q8TC12,0.340992135428209,#N/A,#N/A
DCXR,Q7Z4W1,0.340887590504286,#N/A,#N/A
TBCE,Q15813,0.340768050780283,#N/A,#N/A
LYRM7,Q5U5X0,0.340152574320973,#N/A,#N/A
RAD23A,P54725,0.340006914084519,#N/A,#N/A
RAB32,Q13637,0.339466696268043,#N/A,#N/A
TXNDC9,O14530,0.339442128463837,#N/A,#N/A
EPB41L2,O43491,0.339302398557114,#N/A,#N/A
FAH,P16930,0.338869576828211,#N/A,#N/A
COX20,Q5RI15,0.33858810480679,#N/A,#N/A
TOP1,P11387,0.338516037751496,#N/A,#N/A
SRPRA,P08240,0.33794989882393,#N/A,#N/A
MMGT1,Q8N4V1,0.337687652444371,#N/A,#N/A
BRIX1,Q8TDN6,0.337090829655582,#N/A,#N/A
TPP2,P29144,0.336878015061916,#N/A,#N/A
NCBP1,Q09161,0.336749157517073,#N/A,#N/A
ARL2,P36404,0.336212761278755,#N/A,#N/A
DDX23,Q9BUQ8,0.336117289614432,#N/A,#N/A
PPP1R12A,O14974,0.335665448970863,#N/A,#N/A
CYFIP1,Q7L576,0.335527496385911,4.09350427730133,#N/A
IDE,P14735,0.335328709892623,#N/A,#N/A
EBP,Q15125,0.334829408419792,#N/A,#N/A
UBXN7,O94888,0.334331513848973,#N/A,#N/A
MRPL49,Q13405,0.33412376849937,#N/A,#N/A
SF3B6,Q9Y3B4,0.333371435144472,#N/A,#N/A
RAB34,Q9BZG1,0.332877215762635,#N/A,#N/A
RBX1,P62877,0.332313903070655,#N/A,#N/A
CUL2,Q13617,0.332303734885071,#N/A,#N/A
GLRX5,Q86SX6,0.331757047889479,#N/A,#N/A
ARL6IP1,Q15041,0.331595029086973,#N/A,#N/A
MAP2K2,P36507,0.331102568278999,#N/A,#N/A
MRPS22,P82650,0.331043987069424,#N/A,#N/A
CSTF2,P33240,0.330831731740722,#N/A,#N/A
UNC45A,Q9H3U1,0.330512209367061,#N/A,#N/A
WASL,O00401,0.330388349874766,5.11479198782294,5.18333002606009
TUBB4A,P04350,0.328647550069807,#N/A,#N/A
MT1X,P80297,0.328437639598116,#N/A,#N/A
SRPRB,Q9Y5M8,0.328014686634876,#N/A,#N/A
IFI16,Q16666,0.327022165934502,#N/A,#N/A
EMC7,Q9NPA0,0.326665021278928,#N/A,#N/A
PRPS2,P11908,0.326369093730159,#N/A,#N/A
LMAN1,P49257,0.325964736338292,#N/A,#N/A
COPS9,Q8WXC6,0.325247390804239,#N/A,#N/A
UCK2,Q9BZX2,0.324335139620984,#N/A,#N/A
MYL9,P24844,0.323115886639751,#N/A,#N/A
TOR1AIP2,Q8NFQ8,0.322884882011659,#N/A,#N/A
ATP6V1B2,P21281,0.32191831242385,#N/A,#N/A
ATP6V1C1,P21283,0.321680759134544,#N/A,#N/A
ITGA6,P23229,0.320700216237272,#N/A,#N/A
TAX1BP3,O14907,0.320096145675099,#N/A,#N/A
SRSF10,O75494,0.320047137219904,#N/A,#N/A
FIP1L1,Q6UN15,0.319599735394572,#N/A,#N/A
MAVS,Q7Z434,0.319073330905854,#N/A,#N/A
DAZAP1,Q96EP5,0.318804566617452,#N/A,#N/A
GOPC,Q9HD26,0.318511504654645,#N/A,#N/A
WDR82,Q6UXN9,0.3184378562844,#N/A,#N/A
CTBP2,P56545,0.317861202635451,#N/A,#N/A
GDI1,P31150,0.317548039632876,#N/A,#N/A
RELA,Q04206,0.315982520289528,#N/A,#N/A
FARSA,Q9Y285,0.315544968009047,#N/A,#N/A
MPZL1,O95297,0.31456152867395,#N/A,#N/A
PPM1F,P49593,0.314408292374528,#N/A,#N/A
AXL,P30530,0.314339379332821,#N/A,#N/A
NUP50,Q9UKX7,0.313930896933871,#N/A,#N/A
ACIN1,Q9UKV3,0.31392270738768,#N/A,#N/A
SNX5,Q9Y5X3,0.313840174166152,#N/A,#N/A
COMT,P21964,0.313509392375095,#N/A,#N/A
MRPL34,Q9BQ48,0.313218157337423,#N/A,#N/A
UBE2S,Q16763,0.313055460783212,#N/A,#N/A
HLA-DRA,P01903,0.312681399983609,#N/A,#N/A
ZC3H4,Q9UPT8,0.312270567792809,#N/A,#N/A
YBX3,P16989,0.312235107267028,#N/A,#N/A
UBA3,Q8TBC4,0.311807202182021,#N/A,#N/A
DNAJB6,O75190,0.311606925528977,#N/A,#N/A
AARSD1,Q9BTE6,0.311546039713661,#N/A,#N/A
SEC62,Q99442,0.31063201364191,#N/A,#N/A
LYPLA2,O95372,0.310541935885996,#N/A,#N/A
SNRPA,P09012,0.310473298162665,#N/A,#N/A
NR2C2AP,Q86WQ0,0.310340301623902,#N/A,#N/A
LUC7L2,Q9Y383,0.309372055814937,#N/A,#N/A
GTF2I,P78347,0.308656395311925,#N/A,#N/A
COPS5,Q92905,0.308103667981018,#N/A,#N/A
ATAD3A,Q9NVI7,0.307702945388509,4.24903544251478,4.19109095634357
UCHL5,Q9Y5K5,0.307666067749382,#N/A,#N/A
CPSF6,Q16630,0.307417882570873,4.40924826456165,4.12487178590774
SRXN1,Q9BYN0,0.307266497026005,#N/A,#N/A
FAM162A,Q96A26,0.306909176926573,#N/A,#N/A
UBE2Z,Q9H832,0.306461517362739,#N/A,#N/A
MRPS36,P82909,0.305960904290394,#N/A,#N/A
ABI1,Q8IZP0,0.30586509816864,4.54591605486388,4.37966163927071
LRRFIP1,Q32MZ4,0.305579429463373,#N/A,#N/A
NDUFAF2,Q8N183,0.30526163227459,#N/A,#N/A
MAPK9,P45984,0.305160852057336,#N/A,#N/A
LACTB2,Q53H82,0.305090725521702,#N/A,#N/A
SIGMAR1,Q99720,0.30412926192303,#N/A,#N/A
COPS3,Q9UNS2,0.303630127113952,#N/A,#N/A
CMBL,Q96DG6,0.303559958311535,#N/A,#N/A
PLCB3,Q01970,0.303480144274392,#N/A,#N/A
UBE2A,P49459,0.303302456260483,#N/A,#N/A
PSMB8,P28062,0.303058320965559,#N/A,#N/A
CTNND1,O60716,0.302201850683175,#N/A,#N/A
SZRD1,Q7Z422,0.30184504239439,#N/A,#N/A
CLPP,Q16740,0.299240721148666,#N/A,#N/A
BCLAF1,Q9NYF8,0.299078746857124,#N/A,#N/A
GTF2F1,P35269,0.299030669518424,#N/A,#N/A
MRPL17,Q9NRX2,0.299011376590902,#N/A,#N/A
NUP37,Q8NFH4,0.298993232515569,#N/A,#N/A
EIF2B1,Q14232,0.298983657500768,#N/A,#N/A
PDCL3,Q9H2J4,0.297737764136759,#N/A,#N/A
SF3A2,Q15428,0.29666555665441,4.54390198415476,5.25347097483203
ANXA8L1,Q5VT79,0.29654516104124,#N/A,#N/A
SQOR,Q9Y6N5,0.296326441873161,#N/A,#N/A
SLK,Q9H2G2,0.295001091931756,#N/A,#N/A
PPP5C,P53041,0.294800431787913,#N/A,#N/A
DFFA,O00273,0.294539688675026,#N/A,#N/A
LRRC47,Q8N1G4,0.294375570221081,#N/A,#N/A
PLAUR,Q03405,0.293980185143351,#N/A,#N/A
SURF4,O15260,0.293394078767381,#N/A,#N/A
PHAX,Q9H814,0.293335391488685,#N/A,#N/A
NDUFB1,O75438,0.292153426180629,#N/A,#N/A
SWAP70,Q9UH65,0.291897381323678,#N/A,#N/A
NDUFS1,P28331,0.291487943412982,#N/A,#N/A
NDUFB11,Q9NX14,0.291307322712648,#N/A,#N/A
CKB,P12277,0.290873037839742,#N/A,#N/A
PRKCA,P17252,0.290622184179567,#N/A,#N/A
PRPF3,O43395,0.289868077182073,#N/A,#N/A
HYPK,Q9NX55,0.289462982975018,#N/A,#N/A
CCAR2,Q8N163,0.289020107416724,#N/A,#N/A
PPIL1,Q9Y3C6,0.288974798523554,#N/A,#N/A
POLDIP2,Q9Y2S7,0.28739430137465,#N/A,#N/A
PTPA,Q15257,0.287147021661253,#N/A,#N/A
GAPDHS,O14556,0.286933442973534,#N/A,#N/A
PML,P29590,0.286399576181678,#N/A,#N/A
GNAS,Q5JWF2,0.284373139503088,#N/A,#N/A
PRPF40A,O75400,0.283904523408098,#N/A,#N/A
LYPLA1,O75608,0.282994145805119,#N/A,#N/A
TCERG1,O14776,0.282696568097297,#N/A,#N/A
P3H1,Q32P28,0.282223906101097,#N/A,#N/A
FAM120A,Q9NZB2,0.281740651666066,#N/A,#N/A
SRSF11,Q05519,0.281717534013104,#N/A,#N/A
C11orf98,E9PRG8,0.280982745995456,#N/A,#N/A
RHOG,P84095,0.280741963327448,#N/A,#N/A
PSAP,P07602,0.279394027483433,#N/A,#N/A
ACOT9,Q9Y305,0.278801020264695,#N/A,#N/A
SART1,O43290,0.278695147831924,#N/A,#N/A
EXOSC7,Q15024,0.278312861225004,#N/A,#N/A
SPANXC,Q9NY87,0.278026605807503,#N/A,#N/A
PPP1R8,Q12972,0.277928499476957,#N/A,#N/A
HINT2,Q9BX68,0.277862870324822,#N/A,#N/A
BYSL,Q13895,0.27779780463204,#N/A,#N/A
RCN2,Q14257,0.277790098876348,#N/A,#N/A
EXOSC4,Q9NPD3,0.277765110656161,#N/A,#N/A
NOP58,Q9Y2X3,0.277433152797742,#N/A,#N/A
MRPS7,Q9Y2R9,0.276781673323308,#N/A,#N/A
QSOX2,Q6ZRP7,0.276779618028204,#N/A,#N/A
PPME1,Q9Y570,0.276123923372724,#N/A,#N/A
POGLUT3,Q7Z4H8,0.276057764525725,#N/A,#N/A
VAMP3,Q15836,0.275974180408362,#N/A,#N/A
TBCD,Q9BTW9,0.275096026583209,#N/A,#N/A
IGF2BP2,Q9Y6M1,0.274933328271738,#N/A,#N/A
LIG1,P18858,0.274526751075647,#N/A,#N/A
ENO2,P09104,0.273657559267615,#N/A,#N/A
HDAC2,Q92769,0.273429738225722,#N/A,#N/A
SRP54,P61011,0.273056736765296,#N/A,#N/A
MIEN1,Q9BRT3,0.272774255352017,#N/A,#N/A
SERPINC1,P01008,0.272469622491622,#N/A,#N/A
IPO9,Q96P70,0.272373940595714,#N/A,#N/A
SNW1,Q13573,0.271550243462817,#N/A,#N/A
TTC9C,Q8N5M4,0.269501299115632,#N/A,#N/A
TPD52,P55327,0.268933040043807,#N/A,#N/A
BZW2,Q9Y6E2,0.268820415671317,#N/A,#N/A
DIMT1,Q9UNQ2,0.268292306015084,#N/A,#N/A
LETM1,O95202,0.268238514476616,#N/A,#N/A
RUFY1,Q96T51,0.268126572918231,#N/A,#N/A
FAM98B,Q52LJ0,0.268007497469957,#N/A,#N/A
GTF2A2,P52657,0.267818838891451,#N/A,#N/A
TRIP6,Q15654,0.267585671837958,#N/A,#N/A
TIMM8B,Q9Y5J9,0.267449240357785,#N/A,#N/A
RAB5A,P20339,0.267259639082214,#N/A,#N/A
EIF2B2,P49770,0.266743118108753,#N/A,#N/A
ACBD3,Q9H3P7,0.266629907307422,#N/A,#N/A
BOP1,Q14137,0.266293505223512,#N/A,#N/A
H3C12,P68431,0.266174534367315,#N/A,#N/A
MRPL15,Q9P015,0.265059642657881,#N/A,#N/A
OXSR1,O95747,0.264963839300287,#N/A,#N/A
EMC1,Q8N766,0.264877223867594,#N/A,#N/A
STT3B,Q8TCJ2,0.264855886191794,#N/A,#N/A
HLA-DRB1,P01911,0.264665075688274,#N/A,#N/A
RAB8A,P61006,0.264637827604729,#N/A,#N/A
HNRNPH2,P55795,0.262981133610249,#N/A,#N/A
CLUH,O75153,0.262179987749902,#N/A,#N/A
SUPT5H,O00267,0.262151120657455,#N/A,#N/A
RAB35,Q15286,0.262056414855998,#N/A,#N/A
PHLDA2,Q53GA4,0.261535341771785,#N/A,#N/A
MRFAP1,Q9Y605,0.261383511688287,#N/A,#N/A
ELAC2,Q9BQ52,0.26040814638124,#N/A,#N/A
DLAT,P10515,0.260249511071702,#N/A,#N/A
ACTC1,P68032,0.260084847991551,#N/A,#N/A
CEP41,Q9BYV8,0.259829497760274,#N/A,#N/A
GSN,P06396,0.259637819110674,#N/A,#N/A
HGS,O14964,0.259558543069352,#N/A,#N/A
GATD1,Q8NB37,0.258334815533944,#N/A,#N/A
XRN2,Q9H0D6,0.258268935624664,#N/A,4.13883239798767
RWDD1,Q9H446,0.258044367566664,#N/A,#N/A
GALE,Q14376,0.258023460879909,#N/A,#N/A
XPNPEP1,Q9NQW7,0.257743494309278,#N/A,#N/A
PPP3CA,Q08209,0.257211926905074,#N/A,#N/A
DCTPP1,Q9H773,0.256929630508292,#N/A,#N/A
SDHC,Q99643,0.256414800391003,#N/A,#N/A
MMS19,Q96T76,0.256356735076397,#N/A,#N/A
MAN2A1,Q16706,0.256343076558754,#N/A,#N/A
POLR2H,P52434,0.256087951416252,#N/A,#N/A
CCT6B,Q92526,0.255535407879183,#N/A,#N/A
NRP1,O14786,0.255426459691619,#N/A,#N/A
ATXN2L,Q8WWM7,0.255274211342597,#N/A,4.16410581049889
P4HA1,P13674,0.254014762982284,#N/A,#N/A
ECHDC1,Q9NTX5,0.253813641182592,#N/A,#N/A
MSH6,P52701,0.253454450701813,#N/A,#N/A
DLG1,Q12959,0.253435562620467,#N/A,#N/A
FLOT1,O75955,0.252531304459198,#N/A,#N/A
SNAP29,O95721,0.252202784072792,#N/A,#N/A
MPST,P25325,0.252077582403205,#N/A,#N/A
PITRM1,Q5JRX3,0.250727474483669,#N/A,#N/A
MRPL58,Q14197,0.250519174447287,#N/A,#N/A
PRPSAP2,O60256,0.250250891629724,#N/A,#N/A
DST,Q03001,0.25020657598934,#N/A,#N/A
CGGBP1,Q9UFW8,0.250037381537878,#N/A,#N/A
NOSIP,Q9Y314,0.249911776727449,#N/A,#N/A
ACAA2,P42765,0.249174335934885,#N/A,#N/A
TRA2A,Q13595,0.249141808745117,#N/A,4.10168346339329
NPTN,Q9Y639,0.248560697115823,#N/A,#N/A
ALAD,P13716,0.248024316017714,#N/A,#N/A
SOD2,P04179,0.247027897905453,#N/A,#N/A
TBPL1,P62380,0.246598664676792,#N/A,#N/A
SF3B4,Q15427,0.246523196943678,4.21000828230308,4.55077482153688
YY1,P25490,0.244484903460428,#N/A,#N/A
FAM107B,Q9H098,0.244395091206387,#N/A,#N/A
TXNL1,O43396,0.244210194938553,#N/A,#N/A
CRYZ,Q08257,0.244034089822647,#N/A,#N/A
SEC24C,P53992,0.243852842785689,#N/A,#N/A
PAIP1,Q9H074,0.243529684006114,#N/A,#N/A
SRRM2,Q9UQ35,0.243405737018908,#N/A,#N/A
AP2A2,O94973,0.243330012233257,#N/A,#N/A
PDE12,Q6L8Q7,0.243136559900953,#N/A,#N/A
GAMT,Q14353,0.242876923124153,#N/A,#N/A
GSDME,O60443,0.242648920870867,#N/A,#N/A
CASP7,P55210,0.24251180083503,#N/A,#N/A
EIF2AK2,P19525,0.242286367756208,#N/A,#N/A
CCDC50,Q8IVM0,0.241489423913242,#N/A,#N/A
SACM1L,Q9NTJ5,0.241251929346996,#N/A,#N/A
PRKRA,O75569,0.241196626024178,#N/A,#N/A
PYCR1,P32322,0.241142046565277,#N/A,#N/A
TRA2B,P62995,0.240916925334444,#N/A,#N/A
STK24,Q9Y6E0,0.240401504637794,#N/A,#N/A
HELLS,Q9NRZ9,0.239721482413491,#N/A,#N/A
LRRC20,Q8TCA0,0.239157162020724,#N/A,#N/A
GORASP2,Q9H8Y8,0.238991837099264,#N/A,#N/A
AKR1C3,P42330,0.238786994002167,#N/A,#N/A
CCAR1,Q8IX12,0.238584752522601,#N/A,#N/A
SLC38A2,Q96QD8,0.23752690749002,#N/A,#N/A
NUP85,Q9BW27,0.23658985105818,#N/A,#N/A
KHDRBS3,O75525,0.236569898113378,4.57109954088414,4.65719809997582
PPP1R7,Q15435,0.236384394667313,#N/A,#N/A
NDUFS8,O00217,0.235969678115243,#N/A,#N/A
PSIP1,O75475,0.235761214713487,#N/A,#N/A
GABARAPL2,P60520,0.235670834152065,#N/A,#N/A
EMC2,Q15006,0.235645178732305,#N/A,#N/A
NDUFB3,O43676,0.235628652023924,#N/A,#N/A
GNPNAT1,Q96EK6,0.235259968247476,#N/A,#N/A
SAR1B,Q9Y6B6,0.234988327855858,#N/A,#N/A
SLC16A3,O15427,0.234662553217838,#N/A,#N/A
RMDN1,Q96DB5,0.233530000053552,#N/A,#N/A
QDPR,P09417,0.233482751668278,#N/A,#N/A
MAP2K4,P45985,0.233173843218139,#N/A,#N/A
CREG1,O75629,0.233087482509988,#N/A,#N/A
PFDN4,Q9NQP4,0.233072476034192,#N/A,#N/A
KCTD12,Q96CX2,0.233063649307704,#N/A,#N/A
ANLN,Q9NQW6,0.232794610528004,#N/A,#N/A
ZRANB2,O95218,0.232414307510869,#N/A,#N/A
UBQLN1,Q9UMX0,0.232249590294784,#N/A,#N/A
CD58,P19256,0.232082243438194,#N/A,#N/A
COMMD8,Q9NX08,0.232062483935744,#N/A,#N/A
TES,Q9UGI8,0.231613164900888,#N/A,#N/A
KIF15,Q9NS87,0.231340210649004,#N/A,#N/A
IFIT3,O14879,0.231205369891014,#N/A,#N/A
AP3D1,O14617,0.230907452068926,#N/A,#N/A
CAPZA2,P47755,0.23063693730595,#N/A,#N/A
CLPTM1,O96005,0.230512789620822,#N/A,#N/A
ARFGAP1,Q8N6T3,0.230247053604218,#N/A,#N/A
SQSTM1,Q13501,0.229621339123168,#N/A,#N/A
DAD1,P61803,0.229606079350262,#N/A,#N/A
LSM1,O15116,0.229573924601461,#N/A,#N/A
TEX264,Q9Y6I9,0.229415170853696,#N/A,#N/A
QKI,Q96PU8,0.229086117334787,#N/A,#N/A
CDC5L,Q99459,0.229074526551088,#N/A,#N/A
MRPL13,Q9BYD1,0.228456619403157,#N/A,#N/A
PPP4C,P60510,0.227971509981759,#N/A,#N/A
PSMG1,O95456,0.227599894301955,#N/A,#N/A
TJP2,Q9UDY2,0.227453450758013,#N/A,#N/A
RTF2,Q9BY42,0.227423466165689,#N/A,#N/A
MEMO1,Q9Y316,0.227190379897546,#N/A,#N/A
PDXK,O00764,0.226846625587063,#N/A,#N/A
NUDT2,P50583,0.226837268898768,#N/A,#N/A
CCDC47,Q96A33,0.2264746769639,#N/A,#N/A
FAM50A,Q14320,0.226467146373041,#N/A,#N/A
HLA-B,P01889,0.226058246760822,#N/A,#N/A
ESAM,Q96AP7,0.225849707736086,#N/A,#N/A
CHP1,Q99653,0.225717808447589,#N/A,#N/A
PRPF4B,Q13523,0.22512682667127,#N/A,#N/A
RPRD1B,Q9NQG5,0.225107475616151,#N/A,#N/A
GSTK1,Q9Y2Q3,0.224992277886153,#N/A,#N/A
DNM2,P50570,0.22498751612677,4.69323539174022,5.48905324640155
FTSJ3,Q8IY81,0.224673226691755,#N/A,#N/A
MRPL50,Q8N5N7,0.22458124312911,#N/A,#N/A
USP7,Q93009,0.224271412150313,#N/A,#N/A
MYH14,Q7Z406,0.22400269553056,#N/A,#N/A
RAB3GAP1,Q15042,0.22382431190994,#N/A,#N/A
PES1,O00541,0.222590576343942,#N/A,#N/A
CD2AP,Q9Y5K6,0.222528518069354,#N/A,4.64870559191213
IK,Q13123,0.222107820088965,#N/A,#N/A
CNOT1,A5YKK6,0.22165643032907,#N/A,#N/A
EXOSC9,Q06265,0.221541652586606,#N/A,#N/A
PLAA,Q9Y263,0.221134259009539,#N/A,#N/A
NOLC1,Q14978,0.221098427406523,#N/A,#N/A
SCOC,Q9UIL1,0.220318624747723,#N/A,#N/A
INF2,Q27J81,0.220187653769995,#N/A,#N/A
DDX27,Q96GQ7,0.220095409863279,#N/A,#N/A
GLG1,Q92896,0.219914870129172,#N/A,#N/A
POLD2,P49005,0.219825112026245,#N/A,#N/A
ECH1,Q13011,0.219367241228055,#N/A,#N/A
MRPL37,Q9BZE1,0.218973858572496,#N/A,#N/A
CBX1,P83916,0.218861057930912,#N/A,#N/A
PAM16,Q9Y3D7,0.218293223488093,#N/A,#N/A
IST1,P53990,0.217676484788716,#N/A,#N/A
TOMM20,Q15388,0.21722731124193,#N/A,#N/A
NCSTN,Q92542,0.215871786739635,#N/A,#N/A
CDK11B,P21127,0.215842395234771,#N/A,#N/A
FKBP5,Q13451,0.215516004670989,#N/A,#N/A
RBBP5,Q15291,0.215354094888789,#N/A,#N/A
GBF1,Q92538,0.215240750448956,#N/A,#N/A
ARL6IP5,O75915,0.215228756634952,#N/A,#N/A
CERS2,Q96G23,0.214887129617009,#N/A,#N/A
OGT,O15294,0.214885963121532,#N/A,#N/A
MYO1B,O43795,0.214869675460946,#N/A,#N/A
NFKB2,Q00653,0.214677599577658,#N/A,#N/A
NAXE,Q8NCW5,0.214457883371547,#N/A,#N/A
BCAT1,P54687,0.213792186612522,#N/A,#N/A
PPIE,Q9UNP9,0.21305181038812,#N/A,#N/A
MVD,P53602,0.212617333714979,#N/A,#N/A
SF1,Q15637,0.212500582380039,4.44344344081857,4.43922661937338
PRMT3,O60678,0.212055729155676,#N/A,#N/A
ACOT1,Q86TX2,0.21199721327105,#N/A,#N/A
RRAS2,P62070,0.21085343346364,#N/A,#N/A
NDUFB4,O95168,0.210213762720177,#N/A,#N/A
TCOF1,Q13428,0.209775552651316,#N/A,#N/A
ECPAS,Q5VYK3,0.209724794187784,#N/A,#N/A
PM20D2,Q8IYS1,0.209509397870245,#N/A,#N/A
MRPS34,P82930,0.209287074828527,#N/A,#N/A
CTBP1,Q13363,0.209131587713097,#N/A,#N/A
PGAM5,Q96HS1,0.20895967458672,#N/A,#N/A
DPM1,O60762,0.20818125006364,#N/A,#N/A
EXOSC8,Q96B26,0.207834573688506,#N/A,#N/A
PYCR2,Q96C36,0.207658671846965,#N/A,#N/A
HMOX2,P30519,0.207019156734911,#N/A,#N/A
GCA,P28676,0.206689968459967,#N/A,#N/A
LPP,Q93052,0.206307923717851,#N/A,#N/A
THOC5,Q13769,0.206124566454334,#N/A,#N/A
ECI2,O75521,0.205585921196944,#N/A,#N/A
TSR1,Q2NL82,0.205487522824264,#N/A,#N/A
NCBP2,P52298,0.205318433836163,#N/A,#N/A
TRIP13,Q15645,0.205260276753446,#N/A,#N/A
GNL2,Q13823,0.204702995638809,#N/A,#N/A
ADI1,Q9BV57,0.204661220730428,#N/A,#N/A
BLMH,Q13867,0.204414338748286,#N/A,#N/A
UBE2D1,P51668,0.204364907123994,#N/A,#N/A
HUWE1,Q7Z6Z7,0.203843390586597,#N/A,#N/A
PDS5A,Q29RF7,0.203795692110804,#N/A,#N/A
MRPL18,Q9H0U6,0.203310173968178,#N/A,#N/A
PAPOLA,P51003,0.203053321589925,#N/A,#N/A
MAP1S,Q66K74,0.20299826828568,#N/A,#N/A
RAB23,Q9ULC3,0.202913386171703,#N/A,#N/A
HCK,P08631,0.202826341460089,#N/A,#N/A
SLC25A22,Q9H936,0.202348178118214,#N/A,#N/A
KIF11,P52732,0.20204847829094,#N/A,#N/A
PURA,Q00577,0.20195120108753,#N/A,#N/A
POLR2C,P19387,0.201544735376306,#N/A,#N/A
ZNF207,O43670,0.201541555405228,4.16014993613248,#N/A
NAE1,Q13564,0.201288010829852,#N/A,#N/A
IRGQ,Q8WZA9,0.201250353389485,#N/A,#N/A
EIF2B5,Q13144,0.201245402165112,#N/A,#N/A
A2M,P01023,0.200758186452591,#N/A,#N/A
FADD,Q13158,0.200565101354616,#N/A,#N/A
CDKN2AIPNL,Q96HQ2,0.200232877107711,#N/A,4.45850289457689
RPL22L1,Q6P5R6,0.199966218478801,#N/A,#N/A
RRM2,P31350,0.199684630645694,#N/A,#N/A
RAB3GAP2,Q9H2M9,0.199605967583459,#N/A,#N/A
MAP2K3,P46734,0.199519474111224,#N/A,#N/A
ADRM1,Q16186,0.19849452645064,#N/A,#N/A
TRAM1,Q15629,0.198332182246376,#N/A,#N/A
MAGT1,Q9H0U3,0.198090825097481,#N/A,#N/A
MPRIP,Q6WCQ1,0.197927313588426,#N/A,#N/A
PSMG2,Q969U7,0.197778390875937,#N/A,#N/A
FTL,P02792,0.197489633235222,#N/A,#N/A
NUP43,Q8NFH3,0.197320047960887,#N/A,#N/A
TMEM14C,Q9P0S9,0.197079436971436,#N/A,#N/A
