gene_id,uniprot_id,[µM],pKapp,Kapp,complexome
SDHB,P21912,0.461172346963771,,,
URM1,Q9BTM9,0.460864950841585,,,
RAB6A,P20340,0.458707709999922,,,
SNRPB2,P08579,0.456545865522256,4.03680914194694,91.87362619624514,0.001000729800942679
PBK,Q96KB5,0.455741874135557,,,
ERP44,Q9BS26,0.455261929343,,,
PMVK,Q15126,0.45443789110904,,,
MYADM,Q96S97,0.453470941452528,,,
UFC1,Q9Y3C8,0.452393476475203,,,
TPR,P12270,0.452257312507312,,,
CD47,Q08722,0.450840225375776,,,
CAP2,P40123,0.450422590663498,,,
SEH1L,Q96EE3,0.44976988217237,,,
EFHD2,Q96C19,0.448542444931408,,,
BUD31,P41223,0.447021146773921,,,
HSD17B4,P51659,0.446274912974968,,,
DNM1L,O00429,0.446028972724594,,,
SMNDC1,O75940,0.445674600552399,,,
SSRP1,Q08945,0.445076903796074,,,
IDI1,Q13907,0.444161885094084,,,
SERPINB1,P30740,0.443787864899774,,,
RBM3,P98179,0.443014761799187,,,
NDRG3,Q9UGV2,0.441645169429523,,,
SPCS3,P61009,0.441461330393693,,,
LONP1,P36776,0.441335785757036,,,
PFN2,P35080,0.439889778890332,,,
CLNS1A,P54105,0.439548898929711,,,
AKR7A2,O43488,0.439097405183702,,,
DPP3,Q9NY33,0.438937030398535,,,
CFDP1,Q9UEE9,0.438257121659317,,,
TIPRL,O75663,0.437551024645242,,,
ABCF2,Q9UG63,0.43701192208509,,,
PAWR,Q96IZ0,0.435511115971593,,,
RAB1A,P62820,0.434589028367818,,,
RAE1,P78406,0.434317287759948,,,
DIABLO,Q9NR28,0.433469980661342,,,
CPOX,P36551,0.432870929934789,,,
CD9,P21926,0.432315583952672,,,
ACSL3,O95573,0.43227627417377,,,
NDUFS3,O75489,0.430790562514947,,,
NAPA,P54920,0.430432483929878,,,
EPDR1,Q9UM22,0.430230055896684,,,
ABCF1,Q8NE71,0.427704377273019,,,
SH3GL1,Q99961,0.426735940118707,,,
TYMS,P04818,0.426135784820727,,,
CIAO2B,Q9Y3D0,0.426125913344267,,,
MTCH2,Q9Y6C9,0.424083690934165,,,
UBE2T,Q9NPD8,0.422768321794015,,,
ABHD10,Q9NUJ1,0.422339940255848,,,
BRK1,Q8WUW1,0.422318134074309,4.10368603973757,78.76149667205868,0.0010790027777360933
MCMBP,Q9BTE3,0.422070410937271,,,
PFAS,O15067,0.422048593714656,,,
OGFR,Q9NZT2,0.421895741801641,,,
CZIB,Q9NWV4,0.421406366910615,,,
DNAJC9,Q8WXX5,0.420166293596578,,,
SUPT16H,Q9Y5B9,0.419928117029306,,,
LAMP2,P13473,0.419348644300579,,,
TJP1,Q07157,0.4192338978012,,,
KIF2C,Q99661,0.418621544603508,,,
NDUFB10,O96000,0.418395733446415,,,
DDX42,Q86XP3,0.418310029561359,4.07106349359239,84.90563344357965,0.0009920318188463284
SPATS2L,Q9NUQ6,0.416597267178603,,,
HDAC1,Q13547,0.416544424447666,,,
RFC5,P40937,0.41566778890156,,,
MARCKSL1,P49006,0.415621108093644,,,
AP2A1,O95782,0.415372419838549,,,
PIH1D1,Q9NWS0,0.415218528903873,,,
SEC11A,P67812,0.414182426015538,,,
MYBBP1A,Q9BQG0,0.414033155412558,,,
PREP,P48147,0.413629596250858,,,
RSU1,Q15404,0.413577553133957,,,
NDUFA8,P51970,0.413333659857531,,,
NUDCD3,Q8IVD9,0.412925761977534,,,
STT3A,P46977,0.41155465549172,,,
ALDH1B1,P30837,0.410957569119376,,,
H1-10,Q92522,0.410605103177928,,,
HEBP2,Q9Y5Z4,0.409777458905191,,,
MRTO4,Q9UKD2,0.409624017331527,,,
TFAM,Q00059,0.40939524614387,,,
PIN4,Q9Y237,0.408997579159991,,,
DNAJC7,Q99615,0.408713262217156,,,
CSTF3,Q12996,0.407823771989141,,,
MRPL55,Q7Z7F7,0.40764950864044,,,
PACSIN2,Q9UNF0,0.407636828535487,,,
RBM17,Q96I25,0.406551548865181,,,
TOR1AIP1,Q5JTV8,0.406533719007785,,,
CHD4,Q14839,0.405699255523496,,,
GNE,Q9Y223,0.405441287227693,,,
EIF5B,O60841,0.405157373290942,,,
CALB2,P22676,0.404879310971868,,,
HK2,P52789,0.403369794997986,,,
AP1G1,O43747,0.402599676367629,,,
ARPP19,P56211,0.402231864044397,,,
CS,O75390,0.399920082861144,,,
TIMM8A,O60220,0.398881298779972,,,
PNN,Q9H307,0.398438814897412,,,
CTSZ,Q9UBR2,0.398352961085389,,,
GALNT2,Q10471,0.397817757375445,,,
SNX6,Q9UNH7,0.39760845141177,,,
TRIP10,Q15642,0.397080988219383,,,
ENOPH1,Q9UHY7,0.397002116553306,,,
LXN,Q9BS40,0.396220919988693,,,
PNPO,Q9NVS9,0.395928099064785,,,
CALD1,Q05682,0.395870081200445,,,
NDUFV1,P49821,0.394225707542571,,,
CLIP1,P30622,0.394172464519628,,,
IFIT1,P09914,0.393986325279566,,,
ARFIP1,P53367,0.393384208909783,,,
CTNNA1,P35221,0.392591221695777,,,
MBOAT7,Q96N66,0.39194781713231,,,
BCL2L1,Q07817,0.389657897278508,,,
PCYOX1,Q9UHG3,0.389548308978638,,,
NUCB1,Q02818,0.389509827691506,,,
PPP6R3,Q5H9R7,0.389144379292136,,,
NIBAN1,Q9BZQ8,0.388880891294347,,,
DES,P17661,0.388370931370209,,,
USP10,Q14694,0.386914506852928,,,
LGALS3BP,Q08380,0.386708167477253,,,
SMAP,O00193,0.386462403932251,,,
SLC9A3R2,Q15599,0.386294604835025,,,
EML4,Q9HC35,0.384753264373954,,,
MTA2,O94776,0.384450792637655,,,
GFUS,Q13630,0.384388818346232,,,
IDH2,P48735,0.382682825057614,,,
ARHGEF1,Q92888,0.382622724205404,,,
RAB1B,Q9H0U4,0.381430250812742,,,
RBMX,P38159,0.381177465673416,5.3584316467261,4.38095057188054,0.015620856922346604
NMT1,P30419,0.38008424894865,,,
DYNC1LI2,O43237,0.380050223483372,,,
EEA1,Q15075,0.379021196432478,,,
TST,Q16762,0.376274167639933,,,
NPLOC4,Q8TAT6,0.375526404282612,,,
DNAJB11,Q9UBS4,0.375338124423374,,,
VPS28,Q9UK41,0.374938416715156,4.5860403792493,25.939381752053073,0.0028681673455981382
GALK1,P51570,0.374932580066501,,,
UROD,P06132,0.374878599113852,,,
DAP3,P51398,0.374732419884215,,,
EXOSC6,Q5RKV6,0.374578702422514,,,
RBBP9,O75884,0.37401294946508,,,
AIFM1,O95831,0.373870367571312,,,
IDH3B,O43837,0.37356518640186,,,
EBNA1BP2,Q99848,0.372551373676122,,,
STAT3,P40763,0.372270218960425,,,
HSPA4L,O95757,0.371723839996827,,,
PPP2R2A,P63151,0.371245411816096,,,
CIAO1,O76071,0.37034950501296,,,
SLC25A4,P12235,0.370049567348503,,,
ATP6V1E1,P36543,0.369048039336419,,,
NECAP2,Q9NVZ3,0.368236860754619,,,
NEK7,Q8TDX7,0.367809815359231,,,
MSH2,P43246,0.367098280229742,,,
PPP6C,O00743,0.36667080070856,,,
PHF23,Q9BUL5,0.366633206259921,,,
CTSC,P53634,0.364617923787853,,,
RNPS1,Q15287,0.364348647702601,,,
RBM25,P49756,0.364254509168139,,,
EPS8L2,Q9H6S3,0.363874617744812,,,
WDR12,Q9GZL7,0.363027323022158,,,
NDUFA6,P56556,0.362978470732534,,,
MRPL45,Q9BRJ2,0.362753374332921,,,
NUDCD2,Q8WVJ2,0.362671070171661,,,
THOC3,Q96J01,0.362516514603582,,,
DAP,P51397,0.361234618412866,,,
CRTAP,O75718,0.36062561236279,,,
MRPL43,Q8N983,0.36051757293081,,,
VTA1,Q9NP79,0.360271495542131,,,
DHX30,Q7L2E3,0.359336363967696,,,
THOP1,P52888,0.359086067752585,,,
NCAPH,Q15003,0.358947561065038,,,
GFPT1,Q06210,0.356648824127444,,,
UGGT1,Q9NYU2,0.356472907542661,,,
SAAL1,Q96ER3,0.355917319758228,,,
DRG2,P55039,0.355774092327341,,,
NIPSNAP3A,Q9UFN0,0.355605327420295,,,
RHOA,P61586,0.3550491489478,,,
NUCB2,P80303,0.354164857983661,,,
RAB21,Q9UL25,0.354107988247942,,,
CHMP1A,Q9HD42,0.353322885639454,,,
RBM12,Q9NTZ6,0.353175280225273,,,
SEC31A,O94979,0.352602820567811,,,
NNT,Q13423,0.351889489244636,,,
ESYT1,Q9BSJ8,0.351271110644204,,,
AFP,P02771,0.350777264834254,,,
UMPS,P11172,0.350316898991585,,,
MEAK7,Q6P9B6,0.349863002550606,,,
CAB39,Q9Y376,0.349506483018616,,,
COLGALT1,Q8NBJ5,0.347831433228604,,,
SYPL1,Q16563,0.347214664102012,,,
HLA-C,P10321,0.34703777642748,,,
NUP62,P37198,0.34533508212927,,,
GON7,Q9BXV9,0.344335449123901,,,
LBR,Q14739,0.344110828941924,,,
FAF2,Q96CS3,0.343733077422682,,,
DDX19A,Q9NUU7,0.343453018022674,,,
UBLCP1,Q8WVY7,0.343037359966515,,,
SLC29A1,Q99808,0.342791288477358,,,
SART3,Q15020,0.342653377844113,,,
TM9SF4,Q92544,0.342640886678565,,,
SRPK1,Q96SB4,0.342559926377391,,,
SEC61A1,P61619,0.34189985865844,,,
ACYP2,P14621,0.341203068488567,,,
RDH11,Q8TC12,0.340992135428209,,,
DCXR,Q7Z4W1,0.340887590504286,,,
TBCE,Q15813,0.340768050780283,,,
LYRM7,Q5U5X0,0.340152574320973,,,
RAD23A,P54725,0.340006914084519,,,
RAB32,Q13637,0.339466696268043,,,
TXNDC9,O14530,0.339442128463837,,,
EPB41L2,O43491,0.339302398557114,,,
FAH,P16930,0.338869576828211,,,
COX20,Q5RI15,0.33858810480679,,,
TOP1,P11387,0.338516037751496,,,
SRPRA,P08240,0.33794989882393,,,
MMGT1,Q8N4V1,0.337687652444371,,,
BRIX1,Q8TDN6,0.337090829655582,,,
TPP2,P29144,0.336878015061916,,,
NCBP1,Q09161,0.336749157517073,,,
ARL2,P36404,0.336212761278755,,,
DDX23,Q9BUQ8,0.336117289614432,,,
PPP1R12A,O14974,0.335665448970863,,,
CYFIP1,Q7L576,0.335527496385911,,,
IDE,P14735,0.335328709892623,,,
EBP,Q15125,0.334829408419792,,,
UBXN7,O94888,0.334331513848973,,,
MRPL49,Q13405,0.33412376849937,,,
SF3B6,Q9Y3B4,0.333371435144472,,,
RAB34,Q9BZG1,0.332877215762635,,,
RBX1,P62877,0.332313903070655,,,
CUL2,Q13617,0.332303734885071,,,
GLRX5,Q86SX6,0.331757047889479,,,
ARL6IP1,Q15041,0.331595029086973,,,
MAP2K2,P36507,0.331102568278999,,,
MRPS22,P82650,0.331043987069424,,,
CSTF2,P33240,0.330831731740722,,,
UNC45A,Q9H3U1,0.330512209367061,,,
WASL,O00401,0.330388349874766,5.18333002606009,6.55646842331987,0.009464603410150207
TUBB4A,P04350,0.328647550069807,,,
MT1X,P80297,0.328437639598116,,,
SRPRB,Q9Y5M8,0.328014686634876,,,
IFI16,Q16666,0.327022165934502,,,
EMC7,Q9NPA0,0.326665021278928,,,
PRPS2,P11908,0.326369093730159,,,
LMAN1,P49257,0.325964736338292,,,
COPS9,Q8WXC6,0.325247390804239,,,
UCK2,Q9BZX2,0.324335139620984,,,
MYL9,P24844,0.323115886639751,,,
TOR1AIP2,Q8NFQ8,0.322884882011659,,,
ATP6V1B2,P21281,0.32191831242385,,,
ATP6V1C1,P21283,0.321680759134544,,,
ITGA6,P23229,0.320700216237272,,,
TAX1BP3,O14907,0.320096145675099,,,
SRSF10,O75494,0.320047137219904,,,
FIP1L1,Q6UN15,0.319599735394572,,,
MAVS,Q7Z434,0.319073330905854,,,
DAZAP1,Q96EP5,0.318804566617452,,,
GOPC,Q9HD26,0.318511504654645,,,
WDR82,Q6UXN9,0.3184378562844,,,
CTBP2,P56545,0.317861202635451,,,
GDI1,P31150,0.317548039632876,,,
RELA,Q04206,0.315982520289528,,,
FARSA,Q9Y285,0.315544968009047,,,
MPZL1,O95297,0.31456152867395,,,
PPM1F,P49593,0.314408292374528,,,
AXL,P30530,0.314339379332821,,,
NUP50,Q9UKX7,0.313930896933871,,,
ACIN1,Q9UKV3,0.31392270738768,,,
SNX5,Q9Y5X3,0.313840174166152,,,
COMT,P21964,0.313509392375095,,,
MRPL34,Q9BQ48,0.313218157337423,,,
UBE2S,Q16763,0.313055460783212,,,
HLA-DRA,P01903,0.312681399983609,,,
ZC3H4,Q9UPT8,0.312270567792809,,,
YBX3,P16989,0.312235107267028,,,
UBA3,Q8TBC4,0.311807202182021,,,
DNAJB6,O75190,0.311606925528977,,,
AARSD1,Q9BTE6,0.311546039713661,,,
SEC62,Q99442,0.31063201364191,,,
LYPLA2,O95372,0.310541935885996,,,
SNRPA,P09012,0.310473298162665,,,
NR2C2AP,Q86WQ0,0.310340301623902,,,
LUC7L2,Q9Y383,0.309372055814937,,,
GTF2I,P78347,0.308656395311925,,,
COPS5,Q92905,0.308103667981018,,,
ATAD3A,Q9NVI7,0.307702945388509,4.19109095634357,64.4034368231476,0.0009614446749353078
UCHL5,Q9Y5K5,0.307666067749382,,,
CPSF6,Q16630,0.307417882570873,4.12487178590774,75.01156286762166,0.0008256307481033787
SRXN1,Q9BYN0,0.307266497026005,,,
FAM162A,Q96A26,0.306909176926573,,,
UBE2Z,Q9H832,0.306461517362739,,,
MRPS36,P82909,0.305960904290394,,,
ABI1,Q8IZP0,0.30586509816864,4.37966163927071,41.719429478274265,0.0014691550537868636
LRRFIP1,Q32MZ4,0.305579429463373,,,
NDUFAF2,Q8N183,0.30526163227459,,,
MAPK9,P45984,0.305160852057336,,,
LACTB2,Q53H82,0.305090725521702,,,
SIGMAR1,Q99720,0.30412926192303,,,
COPS3,Q9UNS2,0.303630127113952,,,
CMBL,Q96DG6,0.303559958311535,,,
PLCB3,Q01970,0.303480144274392,,,
UBE2A,P49459,0.303302456260483,,,
PSMB8,P28062,0.303058320965559,,,
CTNND1,O60716,0.302201850683175,,,
SZRD1,Q7Z422,0.30184504239439,,,
CLPP,Q16740,0.299240721148666,,,
BCLAF1,Q9NYF8,0.299078746857124,,,
GTF2F1,P35269,0.299030669518424,,,
MRPL17,Q9NRX2,0.299011376590902,,,
NUP37,Q8NFH4,0.298993232515569,,,
EIF2B1,Q14232,0.298983657500768,,,
PDCL3,Q9H2J4,0.297737764136759,,,
SF3A2,Q15428,0.29666555665441,5.25347097483203,5.578648846340351,0.009915846975022902
ANXA8L1,Q5VT79,0.29654516104124,,,
SQOR,Q9Y6N5,0.296326441873161,,,
SLK,Q9H2G2,0.295001091931756,,,
PPP5C,P53041,0.294800431787913,,,
DFFA,O00273,0.294539688675026,,,
LRRC47,Q8N1G4,0.294375570221081,,,
PLAUR,Q03405,0.293980185143351,,,
SURF4,O15260,0.293394078767381,,,
PHAX,Q9H814,0.293335391488685,,,
NDUFB1,O75438,0.292153426180629,,,
SWAP70,Q9UH65,0.291897381323678,,,
NDUFS1,P28331,0.291487943412982,,,
NDUFB11,Q9NX14,0.291307322712648,,,
CKB,P12277,0.290873037839742,,,
PRKCA,P17252,0.290622184179567,,,
PRPF3,O43395,0.289868077182073,,,
HYPK,Q9NX55,0.289462982975018,,,
CCAR2,Q8N163,0.289020107416724,,,
PPIL1,Q9Y3C6,0.288974798523554,,,
POLDIP2,Q9Y2S7,0.28739430137465,,,
PTPA,Q15257,0.287147021661253,,,
GAPDHS,O14556,0.286933442973534,,,
PML,P29590,0.286399576181678,,,
GNAS,Q5JWF2,0.284373139503088,,,
PRPF40A,O75400,0.283904523408098,,,
LYPLA1,O75608,0.282994145805119,,,
TCERG1,O14776,0.282696568097297,,,
P3H1,Q32P28,0.282223906101097,,,
FAM120A,Q9NZB2,0.281740651666066,,,
SRSF11,Q05519,0.281717534013104,,,
C11orf98,E9PRG8,0.280982745995456,,,
RHOG,P84095,0.280741963327448,,,
PSAP,P07602,0.279394027483433,,,
ACOT9,Q9Y305,0.278801020264695,,,
SART1,O43290,0.278695147831924,,,
EXOSC7,Q15024,0.278312861225004,,,
SPANXC,Q9NY87,0.278026605807503,,,
PPP1R8,Q12972,0.277928499476957,,,
HINT2,Q9BX68,0.277862870324822,,,
BYSL,Q13895,0.27779780463204,,,
RCN2,Q14257,0.277790098876348,,,
EXOSC4,Q9NPD3,0.277765110656161,,,
NOP58,Q9Y2X3,0.277433152797742,,,
MRPS7,Q9Y2R9,0.276781673323308,,,
QSOX2,Q6ZRP7,0.276779618028204,,,
PPME1,Q9Y570,0.276123923372724,,,
POGLUT3,Q7Z4H8,0.276057764525725,,,
VAMP3,Q15836,0.275974180408362,,,
TBCD,Q9BTW9,0.275096026583209,,,
IGF2BP2,Q9Y6M1,0.274933328271738,,,
LIG1,P18858,0.274526751075647,,,
ENO2,P09104,0.273657559267615,,,
HDAC2,Q92769,0.273429738225722,,,
SRP54,P61011,0.273056736765296,,,
MIEN1,Q9BRT3,0.272774255352017,,,
SERPINC1,P01008,0.272469622491622,,,
IPO9,Q96P70,0.272373940595714,,,
SNW1,Q13573,0.271550243462817,,,
TTC9C,Q8N5M4,0.269501299115632,,,
TPD52,P55327,0.268933040043807,,,
BZW2,Q9Y6E2,0.268820415671317,,,
DIMT1,Q9UNQ2,0.268292306015084,,,
LETM1,O95202,0.268238514476616,,,
RUFY1,Q96T51,0.268126572918231,,,
FAM98B,Q52LJ0,0.268007497469957,,,
GTF2A2,P52657,0.267818838891451,,,
TRIP6,Q15654,0.267585671837958,,,
TIMM8B,Q9Y5J9,0.267449240357785,,,
RAB5A,P20339,0.267259639082214,,,
EIF2B2,P49770,0.266743118108753,,,
ACBD3,Q9H3P7,0.266629907307422,,,
BOP1,Q14137,0.266293505223512,,,
H3C12,P68431,0.266174534367315,,,
MRPL15,Q9P015,0.265059642657881,,,
OXSR1,O95747,0.264963839300287,,,
EMC1,Q8N766,0.264877223867594,,,
STT3B,Q8TCJ2,0.264855886191794,,,
HLA-DRB1,P01911,0.264665075688274,,,
RAB8A,P61006,0.264637827604729,,,
HNRNPH2,P55795,0.262981133610249,,,
CLUH,O75153,0.262179987749902,,,
SUPT5H,O00267,0.262151120657455,,,
RAB35,Q15286,0.262056414855998,,,
PHLDA2,Q53GA4,0.261535341771785,,,
MRFAP1,Q9Y605,0.261383511688287,,,
ELAC2,Q9BQ52,0.26040814638124,,,
DLAT,P10515,0.260249511071702,,,
ACTC1,P68032,0.260084847991551,,,
CEP41,Q9BYV8,0.259829497760274,,,
GSN,P06396,0.259637819110674,,,
HGS,O14964,0.259558543069352,,,
GATD1,Q8NB37,0.258334815533944,,,
XRN2,Q9H0D6,0.258268935624664,4.13883239798767,72.63862287952895,0.0007166136639327192
RWDD1,Q9H446,0.258044367566664,,,
GALE,Q14376,0.258023460879909,,,
XPNPEP1,Q9NQW7,0.257743494309278,,,
PPP3CA,Q08209,0.257211926905074,,,
DCTPP1,Q9H773,0.256929630508292,,,
SDHC,Q99643,0.256414800391003,,,
MMS19,Q96T76,0.256356735076397,,,
MAN2A1,Q16706,0.256343076558754,,,
POLR2H,P52434,0.256087951416252,,,
CCT6B,Q92526,0.255535407879183,,,
NRP1,O14786,0.255426459691619,,,
ATXN2L,Q8WWM7,0.255274211342597,4.16410581049889,68.53212360366695,0.0007504961497559748
P4HA1,P13674,0.254014762982284,,,
ECHDC1,Q9NTX5,0.253813641182592,,,
MSH6,P52701,0.253454450701813,,,
DLG1,Q12959,0.253435562620467,,,
FLOT1,O75955,0.252531304459198,,,
SNAP29,O95721,0.252202784072792,,,
MPST,P25325,0.252077582403205,,,
PITRM1,Q5JRX3,0.250727474483669,,,
MRPL58,Q14197,0.250519174447287,,,
PRPSAP2,O60256,0.250250891629724,,,
DST,Q03001,0.25020657598934,,,
CGGBP1,Q9UFW8,0.250037381537878,,,
NOSIP,Q9Y314,0.249911776727449,,,
ACAA2,P42765,0.249174335934885,,,
TRA2A,Q13595,0.249141808745117,4.10168346339329,79.12551261379231,0.0006350153879211007
NPTN,Q9Y639,0.248560697115823,,,
ALAD,P13716,0.248024316017714,,,
SOD2,P04179,0.247027897905453,,,
TBPL1,P62380,0.246598664676792,,,
SF3B4,Q15427,0.246523196943678,4.55077482153688,28.13359158127327,0.0017494511320936823
YY1,P25490,0.244484903460428,,,
FAM107B,Q9H098,0.244395091206387,,,
TXNL1,O43396,0.244210194938553,,,
CRYZ,Q08257,0.244034089822647,,,
SEC24C,P53992,0.243852842785689,,,
PAIP1,Q9H074,0.243529684006114,,,
SRRM2,Q9UQ35,0.243405737018908,,,
AP2A2,O94973,0.243330012233257,,,
PDE12,Q6L8Q7,0.243136559900953,,,
GAMT,Q14353,0.242876923124153,,,
GSDME,O60443,0.242648920870867,,,
CASP7,P55210,0.24251180083503,,,
EIF2AK2,P19525,0.242286367756208,,,
CCDC50,Q8IVM0,0.241489423913242,,,
SACM1L,Q9NTJ5,0.241251929346996,,,
PRKRA,O75569,0.241196626024178,,,
PYCR1,P32322,0.241142046565277,,,
TRA2B,P62995,0.240916925334444,,,
STK24,Q9Y6E0,0.240401504637794,,,
HELLS,Q9NRZ9,0.239721482413491,,,
LRRC20,Q8TCA0,0.239157162020724,,,
GORASP2,Q9H8Y8,0.238991837099264,,,
AKR1C3,P42330,0.238786994002167,,,
CCAR1,Q8IX12,0.238584752522601,,,
SLC38A2,Q96QD8,0.23752690749002,,,
NUP85,Q9BW27,0.23658985105818,,,
KHDRBS3,O75525,0.236569898113378,4.65719809997582,22.01921844799591,0.0021366933383877296
PPP1R7,Q15435,0.236384394667313,,,
NDUFS8,O00217,0.235969678115243,,,
PSIP1,O75475,0.235761214713487,,,
GABARAPL2,P60520,0.235670834152065,,,
EMC2,Q15006,0.235645178732305,,,
NDUFB3,O43676,0.235628652023924,,,
GNPNAT1,Q96EK6,0.235259968247476,,,
SAR1B,Q9Y6B6,0.234988327855858,,,
SLC16A3,O15427,0.234662553217838,,,
RMDN1,Q96DB5,0.233530000053552,,,
QDPR,P09417,0.233482751668278,,,
MAP2K4,P45985,0.233173843218139,,,
CREG1,O75629,0.233087482509988,,,
PFDN4,Q9NQP4,0.233072476034192,,,
KCTD12,Q96CX2,0.233063649307704,,,
ANLN,Q9NQW6,0.232794610528004,,,
ZRANB2,O95218,0.232414307510869,,,
UBQLN1,Q9UMX0,0.232249590294784,,,
CD58,P19256,0.232082243438194,,,
COMMD8,Q9NX08,0.232062483935744,,,
TES,Q9UGI8,0.231613164900888,,,
KIF15,Q9NS87,0.231340210649004,,,
IFIT3,O14879,0.231205369891014,,,
AP3D1,O14617,0.230907452068926,,,
CAPZA2,P47755,0.23063693730595,,,
CLPTM1,O96005,0.230512789620822,,,
ARFGAP1,Q8N6T3,0.230247053604218,,,
SQSTM1,Q13501,0.229621339123168,,,
DAD1,P61803,0.229606079350262,,,
LSM1,O15116,0.229573924601461,,,
TEX264,Q9Y6I9,0.229415170853696,,,
QKI,Q96PU8,0.229086117334787,,,
CDC5L,Q99459,0.229074526551088,,,
MRPL13,Q9BYD1,0.228456619403157,,,
PPP4C,P60510,0.227971509981759,,,
PSMG1,O95456,0.227599894301955,,,
TJP2,Q9UDY2,0.227453450758013,,,
RTF2,Q9BY42,0.227423466165689,,,
MEMO1,Q9Y316,0.227190379897546,,,
PDXK,O00764,0.226846625587063,,,
NUDT2,P50583,0.226837268898768,,,
CCDC47,Q96A33,0.2264746769639,,,
FAM50A,Q14320,0.226467146373041,,,
HLA-B,P01889,0.226058246760822,,,
ESAM,Q96AP7,0.225849707736086,,,
CHP1,Q99653,0.225717808447589,,,
PRPF4B,Q13523,0.22512682667127,,,
RPRD1B,Q9NQG5,0.225107475616151,,,
GSTK1,Q9Y2Q3,0.224992277886153,,,
DNM2,P50570,0.22498751612677,5.48905324640155,3.2429985433235706,0.012473802943101076
FTSJ3,Q8IY81,0.224673226691755,,,
MRPL50,Q8N5N7,0.22458124312911,,,
USP7,Q93009,0.224271412150313,,,
MYH14,Q7Z406,0.22400269553056,,,
RAB3GAP1,Q15042,0.22382431190994,,,
PES1,O00541,0.222590576343942,,,
CD2AP,Q9Y5K6,0.222528518069354,4.64870559191213,22.454035663104765,0.0019728907307960952
IK,Q13123,0.222107820088965,,,
CNOT1,A5YKK6,0.22165643032907,,,
EXOSC9,Q06265,0.221541652586606,,,
PLAA,Q9Y263,0.221134259009539,,,
NOLC1,Q14978,0.221098427406523,,,
SCOC,Q9UIL1,0.220318624747723,,,
INF2,Q27J81,0.220187653769995,,,
DDX27,Q96GQ7,0.220095409863279,,,
GLG1,Q92896,0.219914870129172,,,
POLD2,P49005,0.219825112026245,,,
ECH1,Q13011,0.219367241228055,,,
MRPL37,Q9BZE1,0.218973858572496,,,
CBX1,P83916,0.218861057930912,,,
PAM16,Q9Y3D7,0.218293223488093,,,
IST1,P53990,0.217676484788716,,,
TOMM20,Q15388,0.21722731124193,,,
NCSTN,Q92542,0.215871786739635,,,
CDK11B,P21127,0.215842395234771,,,
FKBP5,Q13451,0.215516004670989,,,
RBBP5,Q15291,0.215354094888789,,,
GBF1,Q92538,0.215240750448956,,,
ARL6IP5,O75915,0.215228756634952,,,
CERS2,Q96G23,0.214887129617009,,,
OGT,O15294,0.214885963121532,,,
MYO1B,O43795,0.214869675460946,,,
NFKB2,Q00653,0.214677599577658,,,
NAXE,Q8NCW5,0.214457883371547,,,
BCAT1,P54687,0.213792186612522,,,
PPIE,Q9UNP9,0.21305181038812,,,
MVD,P53602,0.212617333714979,,,
SF1,Q15637,0.212500582380039,4.43922661937338,36.372519101582455,0.0011716393613063758
PRMT3,O60678,0.212055729155676,,,
ACOT1,Q86TX2,0.21199721327105,,,
RRAS2,P62070,0.21085343346364,,,
NDUFB4,O95168,0.210213762720177,,,
TCOF1,Q13428,0.209775552651316,,,
ECPAS,Q5VYK3,0.209724794187784,,,
PM20D2,Q8IYS1,0.209509397870245,,,
MRPS34,P82930,0.209287074828527,,,
CTBP1,Q13363,0.209131587713097,,,
PGAM5,Q96HS1,0.20895967458672,,,
DPM1,O60762,0.20818125006364,,,
EXOSC8,Q96B26,0.207834573688506,,,
PYCR2,Q96C36,0.207658671846965,,,
HMOX2,P30519,0.207019156734911,,,
GCA,P28676,0.206689968459967,,,
LPP,Q93052,0.206307923717851,,,
THOC5,Q13769,0.206124566454334,,,
ECI2,O75521,0.205585921196944,,,
TSR1,Q2NL82,0.205487522824264,,,
NCBP2,P52298,0.205318433836163,,,
TRIP13,Q15645,0.205260276753446,,,
GNL2,Q13823,0.204702995638809,,,
ADI1,Q9BV57,0.204661220730428,,,
BLMH,Q13867,0.204414338748286,,,
UBE2D1,P51668,0.204364907123994,,,
HUWE1,Q7Z6Z7,0.203843390586597,,,
PDS5A,Q29RF7,0.203795692110804,,,
MRPL18,Q9H0U6,0.203310173968178,,,
PAPOLA,P51003,0.203053321589925,,,
MAP1S,Q66K74,0.20299826828568,,,
RAB23,Q9ULC3,0.202913386171703,,,
HCK,P08631,0.202826341460089,,,
SLC25A22,Q9H936,0.202348178118214,,,
KIF11,P52732,0.20204847829094,,,
PURA,Q00577,0.20195120108753,,,
POLR2C,P19387,0.201544735376306,,,
ZNF207,O43670,0.201541555405228,,,
NAE1,Q13564,0.201288010829852,,,
IRGQ,Q8WZA9,0.201250353389485,,,
EIF2B5,Q13144,0.201245402165112,,,
A2M,P01023,0.200758186452591,,,
FADD,Q13158,0.200565101354616,,,
CDKN2AIPNL,Q96HQ2,0.200232877107711,4.45850289457689,34.79341886566595,0.0011539175406198865
RPL22L1,Q6P5R6,0.199966218478801,,,
RRM2,P31350,0.199684630645694,,,
RAB3GAP2,Q9H2M9,0.199605967583459,,,
MAP2K3,P46734,0.199519474111224,,,
ADRM1,Q16186,0.19849452645064,,,
TRAM1,Q15629,0.198332182246376,,,
